"","R'S ID-SERIAL #","SAMPLING WEIGHT","year","Sex","Race","High_school_grades","College_aspirations","Parents_education","Social_Trust","Social_Responsibility","Religiosity","Cigarettes_Lifetime","Cigarettes_30Day","Alcohol_Lifetime","Alcohol_30Day","Binge_Drinking","Marijuana_Lifetime","Marijuana_30Day","Other_illicit_drugs_Lifetime","Other_illicit_drugs_30Day","Hallucinogens_Lifetime","Hallucinogens_30Day","Cocaine_Lifetime","Cocaine_30Day","Amphetamines_Lifetime","Amphetamines_30Day","Barbiturates_Lifetime","Barbiturates_30Day","Tranquilizers_Lifetime","Tranquilizers_30Day","Narcotics_Lifetime","Narcotics_30Day"
"5454",11002,1.2641,2013,"Female","Other/missing",4,"4-year college plans","3",1.66666666666667,2.66666666666667,-0.0346805391608991,1,1,2,1,1,1,1,"Yes","No",1,1,1,1,1,1,1,1,1,1,2,1
"5455",11003,1.4241,2013,"Male","Other/missing",8,"4-year college plans","5",1.66666666666667,3,-1.37583954183271,2,1,7,3,1,7,7,"Yes","No",2,1,1,1,1,1,1,1,1,1,1,1
"5456",11004,1.1788,2013,"Male","White",9,"4-year college plans","3",1,3.33333333333333,-0.929277577458375,1,1,5,3,1,3,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5457",11005,1.2525,2013,"Female","White",7,"4-year college plans","3",1.66666666666667,2,-0.929277577458375,1,1,6,3,2,4,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5458",11007,1.3808,2013,"Female","White",4,"4-year college plans","3",2.33333333333333,3.5,-1.37583954183271,1,1,7,1,1,7,5,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5459",11008,1.2648,2013,"Male","White",6,"4-year college plans","4",2.33333333333333,3,-0.481242503535234,1,1,6,2,1,3,1,"Yes","No",1,1,1,1,1,1,1,1,1,1,3,1
"5460",11010,1.1928,2013,"Female","White",6,"4-year college plans","3",1,2,-0.0332074296120937,2,1,6,3,1,3,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5461",11011,1.3837,2013,"Female","White",9,"4-year college plans","5",2.33333333333333,3,0.413354534762241,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5462",11012,1.3121,2013,"Female","White",7,"2-year college plans","6",1,3.66666666666667,-0.48271561308404,2,1,5,2,1,3,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5463",11013,1.2791,2013,"Male","White",9,"4-year college plans","5",2.66666666666667,2.33333333333333,-0.92780446790957,2,1,5,2,2,3,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5464",11015,1.4085,2013,"Female","White",9,"4-year college plans","6",1.33333333333333,3.33333333333333,-0.929277577458375,1,1,6,2,1,6,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5465",11017,0.1306,2013,"Male","White",7,"4-year college plans","5",3,3.33333333333333,0.413354534762241,1,1,6,3,2,3,2,"Yes","No",1,1,2,1,1,1,1,1,1,1,1,1
"5466",11018,0.1876,2013,"Male","White",9,"4-year college plans","6",1.66666666666667,4,0.859916499136577,1,1,6,1,1,1,1,"Yes","No",1,1,1,1,1,1,1,1,1,1,2,1
"5467",11019,0.1811,2013,"Male","White",8,"4-year college plans","6",2.66666666666667,3.33333333333333,0.859916499136577,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5468",11020,0.1345,2013,"Male","White",7,"4-year college plans","5",1.33333333333333,1.66666666666667,-0.481242503535234,1,1,6,4,4,3,2,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5469",11021,0.1766,2013,"Male","White",8,"4-year college plans","5",2.66666666666667,3.66666666666667,0.414827644311047,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5470",11022,0.203,2013,"Male","Other/missing",8,"4-year college plans","6",1,1.66666666666667,0.861389608685382,1,1,5,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5471",11023,0.2101,2013,"Male","Black",4,"4-year college plans","3",1.66666666666667,3.66666666666667,-0.0332074296120937,2,1,7,2,1,7,7,"Yes","Yes",2,2,1,1,6,4,1,1,1,1,1,1
"5472",11026,0.1314,2013,"Male","White",8,"4-year college plans","5",2,3,0.413354534762241,1,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5473",11027,0.1632,2013,"Male","White",9,"4-year college plans","6",1.33333333333333,3.66666666666667,-0.48271561308404,1,1,4,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5474",11028,0.1924,2013,"Male","White",7,"4-year college plans","5",1.33333333333333,2.66666666666667,0.413354534762241,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5475",11029,0.176,2013,"Male","Other/missing",8,"4-year college plans","5",1.33333333333333,3,-0.0346805391608991,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5476",11030,0.1776,2013,"Male","White",8,"4-year college plans","5",2,2.33333333333333,0.411881425213436,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5477",11031,0.2077,2013,"Male","Other/missing",8,"4-year college plans","6",3,3.66666666666667,1.30795157305972,1,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5478",11032,0.1876,2013,"Male","White",7,"4-year college plans","6",3,4,-0.0332074296120937,1,1,6,2,1,5,3,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5479",11033,0.1402,2013,"Male","White",6,"4-year college plans","6",1,2.66666666666667,-0.481242503535234,1,1,5,3,3,7,7,"Yes","Yes",3,2,1,1,5,3,1,1,1,1,1,1
"5480",11034,0.158,2013,"Male","Other/missing",4,"4-year college plans","6",2,2.66666666666667,-0.92780446790957,1,1,7,4,2,5,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5481",11036,0.2021,2013,"Male","White",5,"4-year college plans","5",2.33333333333333,2,-0.0346805391608991,2,1,6,3,2,5,2,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5482",11038,0.2113,2013,"Male","Hispanic",9,"4-year college plans","4",2.66666666666667,3.66666666666667,-0.929277577458375,1,1,7,4,2,7,5,"Yes","No",1,1,2,1,1,1,1,1,1,1,1,1
"5483",11039,0.1859,2013,"Male","White",6,"4-year college plans","6",1,3.33333333333333,-0.929277577458375,3,2,6,2,2,5,1,"Yes","No",1,1,1,1,2,1,1,1,1,1,1,1
"5484",11040,0.1679,2013,"Male","White",7,"4-year college plans","6",2.33333333333333,3,1.30795157305972,1,1,3,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5485",11041,0.199,2013,"Male","Black",4,"4-year college plans","6",1,3.33333333333333,1.30795157305972,1,1,5,1,1,4,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5486",11042,0.1812,2013,"Male","White",3,"4-year college plans","5",1.33333333333333,2.33333333333333,0.413354534762241,2,2,7,3,3,3,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5487",11043,0.1386,2013,"Male","White",9,"4-year college plans","6",2.33333333333333,2,-0.481242503535234,1,1,4,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5488",11044,0.1545,2013,"Male","White",9,"4-year college plans","5",2,4,1.30795157305972,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5489",11045,0.1715,2013,"Male","White",9,"4-year college plans","6",2.33333333333333,2.33333333333333,1.30795157305972,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5490",11046,0.1981,2013,"Male","White",4,"4-year college plans","6",2,3,-0.481242503535234,1,1,6,2,1,3,1,"Yes","No",1,1,1,1,4,1,1,1,1,1,1,1
"5491",11047,0.1822,2013,"Male","White",6,"4-year college plans","6",2,3,0.411881425213436,1,1,1,1,1,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5492",11048,0.1312,2013,"Male","White",9,"4-year college plans","5",3,3.33333333333333,0.861389608685382,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5493",11049,0.1285,2013,"Male","White",6,"4-year college plans","6",2.66666666666667,3.66666666666667,0.861389608685382,1,1,4,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5494",11050,0.1469,2013,"Male","White",9,"4-year college plans","6",2.66666666666667,4,1.30795157305972,1,1,3,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5495",11051,0.1309,2013,"Male","White",7,"4-year college plans","6",1.66666666666667,3,0.413354534762241,2,1,6,2,1,7,1,"Yes","No",1,1,1,1,5,1,1,1,1,1,3,1
"5496",11052,0.1577,2013,"Male","White",8,"4-year college plans","5",2,4,0.411881425213436,1,1,5,3,1,3,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5497",11053,0.7755,2013,"Female","White",9,"4-year college plans","5",2,3,-1.37583954183271,1,1,2,1,1,4,4,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5498",11054,0.6995,2013,"Male","White",7,"4-year college plans","3",2.33333333333333,4,-0.0332074296120937,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5499",11057,0.7216,2013,"Female","White",8,"4-year college plans","6",1,3,-1.37583954183271,2,1,7,3,2,5,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5500",11058,0.7737,2013,"Male","White",8,"4-year college plans","3",3,2.66666666666667,-1.37583954183271,1,1,7,5,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5501",11060,0.7186,2013,"Female","White",8,"4-year college plans","4",1.33333333333333,3.66666666666667,-0.0332074296120937,1,1,6,2,1,3,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5502",11061,0.6587,2013,"Male","White",9,"No college plans","3",1,2.33333333333333,-1.37583954183271,4,2,7,4,3,6,2,"Yes","No",2,1,1,1,1,1,1,1,1,1,1,1
"5503",11062,0.6829,2013,"Female","Hispanic",6,"4-year college plans","5",2.33333333333333,2.33333333333333,-0.92780446790957,1,1,1,1,1,1,1,"Yes","No",1,1,1,1,3,1,1,1,1,1,1,1
"5504",11064,0.6847,2013,"Female","White",9,"4-year college plans","6",3,4,-0.0332074296120937,1,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5505",11065,0.7798,2013,"Male","Other/missing",7,"4-year college plans","5",1,1.33333333333333,-0.481242503535234,1,1,3,2,1,4,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5506",11067,0.6441,2013,"Male","Hispanic",8,"4-year college plans","4",1.33333333333333,3.66666666666667,-0.929277577458375,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5507",11068,0.7638,2013,"Male","Other/missing",5,"4-year college plans","5",1.66666666666667,1.66666666666667,-0.0346805391608991,2,1,6,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5508",11070,0.7802,2013,"Male","White",7,"4-year college plans","4",1.33333333333333,2.33333333333333,0.413354534762241,1,1,4,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5509",11071,0.765,2013,"Female","White",7,"4-year college plans","3",1,2,-0.481242503535234,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5510",11072,0.7075,2013,"Female","White",7,"4-year college plans","3",1.66666666666667,3,-0.481242503535234,2,1,6,3,1,5,2,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5511",11073,0.6625,2013,"Female","Other/missing",7,"4-year college plans","2",2.33333333333333,1.66666666666667,-1.37583954183271,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5512",11074,0.7392,2013,"Male","Other/missing",6,"4-year college plans","3",1,2,-1.37583954183271,1,1,6,2,2,7,6,"Yes","No",5,1,1,1,1,1,1,1,1,1,2,1
"5513",11076,0.7669,2013,"Female","White",7,"4-year college plans","6",1.66666666666667,2,-0.929277577458375,1,1,3,1,1,3,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5514",11080,0.71,2013,"Female","Black",8,"4-year college plans","3",1.66666666666667,3.33333333333333,0.859916499136577,1,1,3,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5515",11081,0.7429,2013,"Female","Hispanic",6,"4-year college plans","4",1.33333333333333,2,-1.37583954183271,1,1,5,2,1,3,2,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5516",11082,0.7555,2013,"Female","Other/missing",8,"4-year college plans","2",1,2.66666666666667,0.859916499136577,1,1,1,1,1,1,1,"Yes","No",1,1,1,1,1,1,1,1,1,1,2,1
"5517",11085,0.6638,2013,"Female","White",8,"4-year college plans","4",1.33333333333333,3,-0.481242503535234,1,1,6,3,2,4,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5518",11086,0.6123,2013,"Male","White",5,"4-year college plans","6",1.66666666666667,2.33333333333333,0.411881425213436,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5519",11087,0.6368,2013,"Female","White",3,"4-year college plans","2",2.33333333333333,2.33333333333333,-0.0346805391608991,2,1,4,1,1,6,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5520",11088,0.6608,2013,"Male","Other/missing",4,"4-year college plans","5",2,3,-0.481242503535234,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5521",11090,0.6106,2013,"Male","Hispanic",2,"2-year college plans","2",1.33333333333333,3.33333333333333,-0.92780446790957,2,1,7,2,3,7,7,"Yes","No",2,1,1,1,1,1,1,1,1,1,1,1
"5522",11091,0.6109,2013,"Female","Hispanic",8,"4-year college plans","5",2,3.66666666666667,1.30795157305972,1,1,3,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5523",11093,0.6602,2013,"Female","White",9,"4-year college plans","3",1.66666666666667,2.33333333333333,-0.481242503535234,2,1,3,1,1,4,3,"Yes","No",2,1,1,1,1,1,1,1,1,1,1,1
"5524",11094,0.6214,2013,"Female","White",5,"4-year college plans","5",2.33333333333333,3.33333333333333,-0.481242503535234,1,1,7,3,1,5,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5525",11095,0.6561,2013,"Female","Other/missing",7,"4-year college plans","4",1.66666666666667,1.33333333333333,-1.37583954183271,1,1,4,1,1,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5526",11096,0.6396,2013,"Female","White",7,"4-year college plans","4",2.33333333333333,4,-0.481242503535234,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5527",11097,0.5506,2013,"Female","Other/missing",8,"4-year college plans","2",2,2.66666666666667,-0.0332074296120937,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5528",11098,0.5659,2013,"Male","Other/missing",7,"4-year college plans","5",2,3,1.30795157305972,3,1,7,3,4,7,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5529",11100,0.6471,2013,"Female","White",6,"4-year college plans","4",2.33333333333333,2.33333333333333,-0.481242503535234,2,1,7,5,4,7,5,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5530",11102,0.6484,2013,"Male","White",8,"4-year college plans","5",2.5,3.66666666666667,-0.481242503535234,1,1,4,2,1,7,3,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5531",11103,0.5904,2013,"Female","Hispanic",5,"4-year college plans","5",1,2,-0.481242503535234,1,1,5,2,1,6,5,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5532",11104,0.6564,2013,"Male","White",9,"No college plans","3",1,3.33333333333333,1.30795157305972,1,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5533",11105,0.6076,2013,"Female","White",4,"4-year college plans","3",1.66666666666667,2.66666666666667,-0.481242503535234,1,1,3,2,1,7,6,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5534",11106,0.5631,2013,"Female","White",7,"4-year college plans","5",2,1.66666666666667,0.411881425213436,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5535",11107,0.5685,2013,"Male","White",7,"4-year college plans","4",2.33333333333333,3.66666666666667,-0.481242503535234,2,1,7,3,2,5,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5536",11108,0.5973,2013,"Male","Hispanic",8,"4-year college plans","5",2.66666666666667,3,0.414827644311047,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5537",11109,0.6335,2013,"Male","White",4,"4-year college plans","3",1.33333333333333,2.33333333333333,-1.37583954183271,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5538",11110,0.6084,2013,"Male","White",8,"4-year college plans","4",2,2.66666666666667,-1.37583954183271,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5539",11111,0.6633,2013,"Male","White",8,"4-year college plans","6",1.33333333333333,4,-0.0332074296120937,2,1,3,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5540",11113,0.6453,2013,"Male","Hispanic",6,"2-year college plans","3",2.33333333333333,3,1.30795157305972,1,1,6,2,2,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5541",11114,0.5765,2013,"Male","White",8,"4-year college plans","5",2,2,-0.929277577458375,1,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5542",11115,0.5569,2013,"Female","Other/missing",7,"4-year college plans","5",1.33333333333333,2,-0.479769393986429,1,1,1,1,1,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5543",11116,1.0901,2013,"Female","White",7,"4-year college plans","4",1.66666666666667,2.33333333333333,1.30795157305972,4,1,5,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5544",11118,1.1078,2013,"Male","White",6,"4-year college plans","4",1.66666666666667,3.33333333333333,-0.929277577458375,3,3,6,4,1,6,4,"Yes","No",1,1,1,1,1,1,1,1,1,1,4,1
"5545",11119,1.1513,2013,"Female","White",9,"4-year college plans","4",2,2.66666666666667,0.859916499136577,2,1,7,4,3,5,3,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5546",11120,1.227,2013,"Female","White",8,"4-year college plans","5",2,1.33333333333333,-0.481242503535234,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5547",11121,1.2481,2013,"Female","White",8,"4-year college plans","5",2,4,-0.0346805391608991,1,1,6,2,1,5,2,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5548",11122,1.2579,2013,"Female","White",8,"4-year college plans","6",2,2,-1.37583954183271,1,1,2,1,1,1,1,"Yes","No",1,1,1,1,3,1,1,1,1,1,1,1
"5549",11123,1.1754,2013,"Male","White",9,"4-year college plans","5",1,3,0.411881425213436,3,1,7,3,2,2,2,"Yes","No",1,1,1,1,1,1,1,1,1,1,2,1
"5550",11124,1.1928,2013,"Female","White",9,"4-year college plans","5",2.33333333333333,3.33333333333333,-0.481242503535234,1,1,4,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5551",11125,1.2464,2013,"Female","Other/missing",7,"4-year college plans","5",2.33333333333333,2.66666666666667,1.30795157305972,1,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5552",11126,1.3086,2013,"Female","White",9,"4-year college plans","5",3,2,-0.481242503535234,1,1,3,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5553",11130,1.0971,2013,"Female","White",4,"4-year college plans","4",2.33333333333333,3.66666666666667,-0.92780446790957,3,1,5,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5554",11133,1.1821,2013,"Male","White",7,"4-year college plans","4",1.5,1.66666666666667,0.411881425213436,5,4,7,4,4,7,5,"Yes","Yes",4,1,1,1,7,5,1,1,1,1,1,1
"5555",11134,1.149,2013,"Male","White",7,"4-year college plans","3",2.66666666666667,2.66666666666667,-0.481242503535234,2,1,7,3,3,6,2,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5556",11135,1.1563,2013,"Male","White",7,"No college plans","3",1.66666666666667,3.66666666666667,-0.481242503535234,1,1,7,4,4,7,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5557",11136,2.6506,2013,"Female","Hispanic",4,"4-year college plans","4",1.66666666666667,3.66666666666667,-0.92780446790957,3,2,5,2,2,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5558",11138,2.5394,2013,"Male","White",8,"4-year college plans","5",2.66666666666667,1.33333333333333,1.30795157305972,1,1,4,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5559",11139,2.1532,2013,"Female","Black",8,"4-year college plans","5",1.33333333333333,2.66666666666667,0.414827644311047,1,1,1,1,1,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5560",11141,3.3857,2013,"Female","Hispanic",5,"4-year college plans","5",2.66666666666667,3,1.30795157305972,1,1,1,1,1,1,1,"Yes","No",1,1,1,1,1,1,2,1,1,1,1,1
"5561",11142,2.3457,2013,"Male","Black",3,"4-year college plans","5",2.33333333333333,3,-0.0346805391608991,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5562",11143,2.9754,2013,"Male","White",6,"4-year college plans","5",2.66666666666667,1.33333333333333,-1.37583954183271,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5563",11144,2.3059,2013,"Female","White",9,"4-year college plans","6",2,2.33333333333333,0.411881425213436,1,1,5,3,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5564",11145,2.1881,2013,"Male","White",6,"4-year college plans","6",1.66666666666667,2,-1.37583954183271,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5565",11146,1.0841,2013,"Female","White",9,"4-year college plans","3",1.66666666666667,3.66666666666667,-1.37583954183271,1,1,6,2,2,7,4,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5566",11147,1.0655,2013,"Male","White",8,"4-year college plans","6",1.33333333333333,3.33333333333333,-0.0332074296120937,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5567",11148,1.0108,2013,"Female","White",8,"4-year college plans","6",1,3.33333333333333,-0.48271561308404,1,1,1,1,1,1,1,"Yes","Yes",1,1,1,1,1,1,7,7,1,1,1,1
"5568",11149,1.1023,2013,"Female","White",8,"4-year college plans","5",1.66666666666667,2,-1.37583954183271,1,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5569",11150,1.0757,2013,"Male","Other/missing",6,"4-year college plans","5",1.66666666666667,1.66666666666667,-0.0346805391608991,1,1,3,1,1,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5570",11152,0.9834,2013,"Male","White",5,"2-year college plans","3",2,1,-0.929277577458375,1,1,5,3,3,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5571",11153,1.0894,2013,"Male","White",5,"4-year college plans","4",2.33333333333333,2,-0.929277577458375,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5572",11155,1.0108,2013,"Female","White",6,"4-year college plans","5",2.33333333333333,3.33333333333333,-0.481242503535234,1,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5573",11156,0.9491,2013,"Male","White",9,"4-year college plans","3",2.33333333333333,2.66666666666667,-1.37583954183271,1,1,6,2,1,7,2,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5574",11157,0.9814,2013,"Female","Hispanic",6,"2-year college plans","4",2,3,-0.481242503535234,2,1,3,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5575",11158,0.9697,2013,"Male","White",5,"4-year college plans","6",1.66666666666667,3,1.30795157305972,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5576",11159,0.763,2013,"Female","White",5,"4-year college plans","5",1.33333333333333,1.66666666666667,-0.0317343200632884,1,1,3,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5577",11160,0.8891,2013,"Male","White",4,"4-year college plans","4",2.66666666666667,2.66666666666667,-1.37583954183271,1,1,3,1,1,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5578",11161,0.7991,2013,"Female","Black",7,"4-year college plans","4",1,3.66666666666667,-0.481242503535234,1,1,3,1,1,2,2,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5579",11162,0.7872,2013,"Male","White",9,"4-year college plans","5",3,3.33333333333333,-0.0346805391608991,1,1,2,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5580",11163,0.8274,2013,"Female","White",8,"4-year college plans","5",1.33333333333333,3.33333333333333,-0.929277577458375,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5581",11164,0.7577,2013,"Female","White",9,"4-year college plans","6",2.66666666666667,3,1.30795157305972,2,2,3,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5582",11165,0.8038,2013,"Male","White",6,"4-year college plans","6",2,1.66666666666667,-1.37583954183271,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5583",11166,0.8628,2013,"Female","White",8,"4-year college plans","5",2.33333333333333,3,-0.0332074296120937,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5584",11167,0.7757,2013,"Female","White",8,"4-year college plans","4",1.33333333333333,2.33333333333333,-0.92780446790957,1,1,2,1,1,1,1,"Yes","Yes",1,1,1,1,1,1,2,2,1,1,1,1
"5585",11168,0.8424,2013,"Female","White",8,"4-year college plans","5",1.33333333333333,3,-0.0332074296120937,1,1,4,2,1,3,2,"Yes","No",1,1,1,1,1,1,1,1,1,1,2,1
"5586",11169,0.7837,2013,"Male","White",8,"4-year college plans","5",2.33333333333333,3.33333333333333,-1.37583954183271,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5587",11170,0.8721,2013,"Male","White",7,"4-year college plans","6",1.66666666666667,3.66666666666667,-1.37583954183271,2,1,5,1,1,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5588",11171,0.7967,2013,"Male","White",8,"4-year college plans","5",1.66666666666667,2.33333333333333,1.30795157305972,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5589",11172,0.7404,2013,"Female","Other/missing",8,"4-year college plans","3",1,1.66666666666667,-1.37583954183271,1,1,5,3,2,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5590",11173,0.8581,2013,"Male","White",1,"4-year college plans","6",1.33333333333333,1.33333333333333,0.411881425213436,2,1,7,4,4,7,7,"Yes","Yes",2,1,1,1,1,1,1,1,5,5,1,1
"5591",11174,0.811,2013,"Female","White",6,"4-year college plans","6",1,2.66666666666667,0.413354534762241,1,1,5,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5592",11175,0.8238,2013,"Female","White",9,"4-year college plans","6",2,3.33333333333333,-0.481242503535234,2,1,3,2,1,4,2,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"5593",11177,0.85,2013,"Male","White",9,"4-year college plans","5",1,4,-1.37583954183271,3,1,7,2,3,7,1,"Yes","Yes",4,2,4,1,4,1,6,1,6,1,6,1
