"","R'S ID-SERIAL #","SAMPLING WEIGHT","year","Sex","Race","High_school_grades","College_aspirations","Parents_education","Social_Trust","Social_Responsibility","Religiosity","Cigarettes_Lifetime","Cigarettes_30Day","Alcohol_Lifetime","Alcohol_30Day","Binge_Drinking","Marijuana_Lifetime","Marijuana_30Day","Other_illicit_drugs_Lifetime","Other_illicit_drugs_30Day","Hallucinogens_Lifetime","Hallucinogens_30Day","Cocaine_Lifetime","Cocaine_30Day","Amphetamines_Lifetime","Amphetamines_30Day","Barbiturates_Lifetime","Barbiturates_30Day","Tranquilizers_Lifetime","Tranquilizers_30Day","Narcotics_Lifetime","Narcotics_30Day"
"1014",11962,0.6199,2009,"Female","White",9,"4-year college plans","6",1.33333333333333,3.33333333333333,0.859916499136577,2,1,6,3,1,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1015",11964,0.9792,2009,"Female","White",7,"4-year college plans","4",2,2.33333333333333,0.859916499136577,3,1,5,1,1,4,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1016",11966,1.5711,2009,"Female","White",9,"4-year college plans","5",2,4,1.30795157305972,1,1,1,1,1,1,1,"Yes","No",1,1,1,1,1,1,1,1,1,1,2,1
"1017",11967,0.6106,2009,"Female","Other/missing",9,"4-year college plans","6",1,2.66666666666667,-0.481242503535234,1,1,4,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1018",11969,0.87,2009,"Male","White",8,"4-year college plans","5",3,3.33333333333333,1.30795157305972,1,1,7,2,3,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1019",11970,0.9383,2009,"Male","Black",8,"4-year college plans","4",1.66666666666667,3,0.414827644311047,2,1,7,3,1,6,2,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1020",11971,1.3439,2009,"Female","White",8,"4-year college plans","6",2.33333333333333,2,1.30795157305972,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1021",11972,1.4176,2009,"Male","White",5,"4-year college plans","2",2.33333333333333,3.33333333333333,-0.0332074296120937,3,1,5,3,3,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1022",11974,3.9483,2009,"Male","White",8,"4-year college plans","5",2.66666666666667,2.33333333333333,-0.481242503535234,1,1,7,7,3,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1023",11976,0.9848,2009,"Female","White",6,"2-year college plans","4",1.66666666666667,2.66666666666667,-0.481242503535234,1,1,3,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1024",11978,0.4141,2009,"Female","White",8,"2-year college plans","4",1,3,-0.481242503535234,1,1,3,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1025",11980,0.2113,2009,"Male","Hispanic",8,"4-year college plans","4",2,3,-0.481242503535234,3,2,6,3,2,3,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1026",11981,1.2609,2009,"Male","White",7,"4-year college plans","4",2,2.66666666666667,-0.481242503535234,1,1,5,2,1,3,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1027",11987,1.4522,2009,"Female","White",9,"4-year college plans","4",2,2.66666666666667,1.30795157305972,1,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1028",11988,1.4711,2009,"Female","White",8,"4-year college plans","5",3,3,0.411881425213436,1,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1029",11989,0.4144,2009,"Female","Hispanic",6,"No college plans","1",1.33333333333333,2.33333333333333,0.413354534762241,2,1,7,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1030",11990,0.1917,2009,"Female","White",9,"4-year college plans","4",1,2.33333333333333,0.413354534762241,1,1,5,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1031",11991,3.0051,2009,"Male","Black",5,"4-year college plans","6",1.66666666666667,1,-0.0332074296120937,3,2,6,4,2,7,6,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1032",11992,2.7668,2009,"Male","White",7,"4-year college plans","6",2.66666666666667,2.33333333333333,0.414827644311047,1,1,7,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1033",11993,0.7589,2009,"Female","Hispanic",6,"4-year college plans","3",1.66666666666667,2,-0.92780446790957,3,2,7,4,4,4,4,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1034",11994,0.8084,2009,"Female","White",6,"4-year college plans","4",1,2,-0.92780446790957,1,1,5,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1035",11997,0.457,2009,"Female","White",9,"4-year college plans","2",1.66666666666667,2.33333333333333,-0.0317343200632884,1,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1036",11998,1.19,2009,"Male","White",6,"4-year college plans","6",1.33333333333333,2,-0.481242503535234,4,2,7,5,3,7,7,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1037",12000,0.5498,2009,"Male","White",9,"4-year college plans","5",3,3,-1.37583954183271,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1038",12002,1.4974,2009,"Male","Black",5,"4-year college plans","3",1.66666666666667,2,0.414827644311047,1,1,3,1,1,5,2,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1039",12003,1.4395,2009,"Male","White",9,"4-year college plans","5",2,2,-0.929277577458375,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1040",12004,1.1255,2009,"Male","Hispanic",4,"4-year college plans","2",1.66666666666667,3.33333333333333,-1.37583954183271,3,1,7,2,1,5,1,"Yes","No",1,1,2,1,1,1,1,1,7,1,1,1
"1041",12005,1.3382,2009,"Male","White",6,"2-year college plans","5",3,2,0.859916499136577,3,2,6,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1042",12006,1.2201,2009,"Male","White",9,"4-year college plans","4",1.5,1,-0.481242503535234,2,1,7,4,3,7,5,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1043",12007,4.1311,2009,"Male","Other/missing",8,"4-year college plans","6",2.66666666666667,2,-0.0332074296120937,1,1,7,4,4,4,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1044",12008,0.8641,2009,"Male","White",3,"4-year college plans","4",1,2,-1.37583954183271,1,1,4,2,1,5,4,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1045",12009,0.7715,2009,"Female","White",3,"2-year college plans","5",2,1,-1.37583954183271,2,2,4,3,3,7,6,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1046",12010,0.5435,2009,"Male","Other/missing",6,"4-year college plans","3",1.33333333333333,3.33333333333333,-0.92780446790957,2,1,3,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1047",12012,1.8351,2009,"Male","White",8,"4-year college plans","2",2,3,0.859916499136577,1,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1048",12013,1.2468,2009,"Female","White",9,"4-year college plans","6",2,3.33333333333333,1.30795157305972,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1049",12014,0.5057,2009,"Male","White",9,"4-year college plans","5",2.66666666666667,2.66666666666667,1.30795157305972,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1050",12016,0.5245,2009,"Female","White",6,"4-year college plans","6",1,2.66666666666667,1.30795157305972,1,1,1,1,1,1,1,"Yes","No",1,1,1,1,1,1,1,1,1,1,3,1
"1051",12017,0.991,2009,"Male","White",9,"4-year college plans","4",1,2,0.414827644311047,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1052",12024,3.3017,2009,"Male","White",8,"4-year college plans","5",2.33333333333333,3.33333333333333,-0.481242503535234,1,1,5,2,2,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1053",12029,0.5895,2009,"Female","White",7,"4-year college plans","3",2,2.66666666666667,-0.0346805391608991,1,1,2,1,1,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1054",12030,1.0874,2009,"Female","White",9,"4-year college plans","6",3,2.66666666666667,0.413354534762241,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1055",12031,0.5695,2009,"Male","Hispanic",5,"4-year college plans","4",2.33333333333333,2.66666666666667,1.30795157305972,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1056",12032,0.8866,2009,"Male","Hispanic",8,"4-year college plans","3",1.66666666666667,3.33333333333333,0.861389608685382,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1057",12033,1.1009,2009,"Female","White",9,"4-year college plans","5",2.33333333333333,3.33333333333333,-1.37583954183271,1,1,3,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1058",12036,1.6498,2009,"Male","White",7,"4-year college plans","5",1.33333333333333,3.66666666666667,1.30795157305972,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1059",12037,0.5334,2009,"Male","White",9,"4-year college plans","6",2.66666666666667,3.33333333333333,-0.92780446790957,3,2,5,3,3,6,3,"Yes","No",1,1,1,1,2,1,1,1,1,1,2,1
"1060",12038,0.6046,2009,"Male","Other/missing",5,"4-year college plans","5",2,2.66666666666667,1.30795157305972,2,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1061",12039,0.5738,2009,"Male","White",6,"4-year college plans","3",1.33333333333333,2.33333333333333,-1.37583954183271,5,4,5,2,2,7,3,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1062",12040,0.7769,2009,"Female","White",9,"4-year college plans","4",2.66666666666667,2.33333333333333,-1.37583954183271,1,1,6,5,1,6,3,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1063",12046,1.0898,2009,"Female","White",9,"4-year college plans","3",2,3,1.30795157305972,2,1,3,1,1,3,1,"Yes","No",1,1,1,1,1,1,1,1,1,1,2,1
"1064",12050,1.8277,2009,"Male","Black",5,"4-year college plans","6",2.66666666666667,2.33333333333333,-0.481242503535234,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1065",12052,0.8138,2009,"Male","White",9,"4-year college plans","6",2.66666666666667,3,-0.0332074296120937,1,1,6,3,1,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1066",12053,0.4688,2009,"Female","White",9,"4-year college plans","5",2.66666666666667,2.66666666666667,-0.481242503535234,1,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1067",12054,2.7033,2009,"Male","White",8,"4-year college plans","5",3,3,1.30795157305972,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1068",12055,1.2488,2009,"Male","White",8,"4-year college plans","6",3,4,1.30795157305972,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1069",12056,2.6422,2009,"Female","White",8,"4-year college plans","5",1.33333333333333,3,-0.0332074296120937,2,1,5,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1070",12057,0.3818,2009,"Female","White",9,"4-year college plans","3",1,1.66666666666667,0.414827644311047,1,1,3,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1071",12058,3.1324,2009,"Male","White",6,"4-year college plans","5",2,3.5,-0.481242503535234,2,1,7,4,3,3,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1072",12059,1.4233,2009,"Male","White",9,"4-year college plans","4",2.66666666666667,2,1.30795157305972,1,1,3,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1073",12060,1.3544,2009,"Male","Hispanic",7,"4-year college plans","3",2,2,-0.481242503535234,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1074",12062,0.5011,2009,"Female","Hispanic",4,"2-year college plans","1",2,1.66666666666667,-0.929277577458375,1,1,3,1,1,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1075",12064,0.4184,2009,"Female","Hispanic",7,"4-year college plans","2",2,3,-0.0332074296120937,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1076",12067,0.5598,2009,"Female","Black",3,"4-year college plans","3",1.66666666666667,3,1.30795157305972,3,2,7,1,1,7,4,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1077",12069,0.1627,2009,"Male","White",8,"4-year college plans","6",3,2.66666666666667,-0.481242503535234,3,1,6,3,2,7,6,"Yes","Yes",2,2,1,1,1,1,1,1,1,1,1,1
"1078",12073,1.3124,2009,"Male","White",3,"4-year college plans","3",1.33333333333333,2,-1.37583954183271,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1079",12074,0.6754,2009,"Female","White",9,"4-year college plans","4",2,3.33333333333333,1.30795157305972,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1080",12075,1.0514,2009,"Female","White",7,"4-year college plans","4",1.5,3,-0.92780446790957,3,2,7,5,4,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1081",12076,0.9744,2009,"Male","White",8,"4-year college plans","3",2.33333333333333,2,0.413354534762241,1,1,7,3,3,7,2,"Yes","No",1,1,1,1,1,1,1,1,1,1,3,1
"1082",12078,1.1127,2009,"Male","White",7,"No college plans","4",1,1.66666666666667,-1.37583954183271,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1083",12080,0.8037,2009,"Female","White",9,"4-year college plans","6",2.33333333333333,3,1.30795157305972,1,1,3,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1084",12081,0.8404,2009,"Male","White",9,"4-year college plans","5",1.66666666666667,3.33333333333333,0.859916499136577,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1085",12082,1.1925,2009,"Male","White",7,"4-year college plans","3",1.33333333333333,2,-0.92780446790957,3,1,7,3,1,6,5,"Yes","No",2,1,1,1,2,1,2,1,1,1,1,1
"1086",12084,0.3813,2009,"Female","White",9,"4-year college plans","5",1.33333333333333,3.66666666666667,0.413354534762241,1,1,1,1,1,1,1,"Yes","No",1,1,1,1,1,1,1,1,1,1,2,1
"1087",12085,0.7808,2009,"Female","White",8,"4-year college plans","5",2.33333333333333,2.33333333333333,-0.929277577458375,2,1,7,4,2,6,2,"Yes","No",1,1,1,1,5,1,1,1,1,1,1,1
"1088",12088,0.6529,2009,"Female","White",9,"4-year college plans","6",3,4,0.413354534762241,1,1,5,2,2,1,1,"Yes","Yes",1,1,1,1,1,1,1,1,3,1,5,2
"1089",12089,0.7148,2009,"Male","Hispanic",4,"2-year college plans","4",2.33333333333333,1.33333333333333,-0.481242503535234,1,1,7,5,3,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1090",12090,0.1522,2009,"Male","White",7,"4-year college plans","6",2,4,0.413354534762241,2,1,7,3,3,7,7,"Yes","No",2,1,1,1,2,1,1,1,1,1,1,1
"1091",12091,2.0646,2009,"Male","White",9,"4-year college plans","3",2,3.33333333333333,-0.0332074296120937,1,1,7,3,2,1,1,"Yes","No",1,1,1,1,1,1,1,1,1,1,2,1
"1092",12092,0.8461,2009,"Female","White",5,"4-year college plans","4",2,2,1.30795157305972,4,1,7,3,3,7,2,"Yes","No",2,1,2,1,3,1,1,1,1,1,1,1
"1093",12095,0.5705,2009,"Male","Black",8,"4-year college plans","4",1.66666666666667,2.66666666666667,0.413354534762241,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1094",12096,0.4643,2009,"Female","Other/missing",5,"4-year college plans","3",1.33333333333333,2.33333333333333,-0.929277577458375,1,1,6,4,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1095",12097,2.2265,2009,"Male","White",3,"2-year college plans","5",1.66666666666667,1,-0.481242503535234,5,4,7,2,1,7,7,"Yes","No",3,1,4,1,4,1,2,1,3,1,4,1
"1096",12098,1.4924,2009,"Male","White",7,"4-year college plans","6",1.66666666666667,2.66666666666667,-0.481242503535234,3,2,7,6,2,4,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1097",12100,0.8118,2009,"Male","Other/missing",9,"4-year college plans","6",2,3,0.413354534762241,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1098",12101,1.6239,2009,"Male","White",7,"4-year college plans","6",2.33333333333333,3.33333333333333,0.859916499136577,1,1,3,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1099",12103,1.0363,2009,"Male","White",7,"4-year college plans","5",2.33333333333333,2.33333333333333,-0.92780446790957,5,4,7,2,3,7,7,"Yes","Yes",5,3,1,1,7,5,4,1,7,7,7,7
"1100",12104,1.5241,2009,"Male","White",8,"4-year college plans","5",1.66666666666667,3.66666666666667,0.861389608685382,2,1,6,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1101",12106,0.1441,2009,"Female","White",9,"4-year college plans","5",2.5,2.66666666666667,-0.0346805391608991,2,1,7,3,3,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1102",12108,0.182,2009,"Male","White",7,"4-year college plans","6",2,3,-1.37583954183271,2,1,7,5,2,7,4,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1103",12109,0.9085,2009,"Male","White",4,"4-year college plans","5",1.66666666666667,2.66666666666667,0.414827644311047,3,2,7,2,2,3,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1104",12111,1.4828,2009,"Male","White",8,"4-year college plans","6",2,2.33333333333333,-0.0332074296120937,4,2,7,4,4,7,6,"Yes","No",1,1,3,1,2,1,1,1,2,1,1,1
"1105",12114,1.2145,2009,"Female","White",9,"4-year college plans","5",2,2.33333333333333,-0.92780446790957,1,1,7,5,4,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1106",12115,1.2582,2009,"Male","White",9,"4-year college plans","5",2.66666666666667,3.66666666666667,-0.92780446790957,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1107",12116,1.0654,2009,"Female","White",9,"4-year college plans","3",1.33333333333333,3,1.30795157305972,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1108",12117,1.0721,2009,"Male","White",3,"4-year college plans","5",2,2,0.413354534762241,4,3,6,2,1,4,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1109",12118,3.3046,2009,"Male","White",7,"4-year college plans","5",3,2.33333333333333,-0.929277577458375,1,1,6,2,2,4,3,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1110",12119,1.2089,2009,"Male","White",9,"4-year college plans","3",1.66666666666667,1.66666666666667,0.861389608685382,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1111",12122,0.5031,2009,"Female","White",9,"4-year college plans","5",1,3.33333333333333,-0.481242503535234,2,1,6,2,2,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1112",12123,0.1567,2009,"Female","White",9,"4-year college plans","6",1.33333333333333,2,0.413354534762241,1,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1113",12124,0.1783,2009,"Male","White",8,"4-year college plans","6",2.33333333333333,4,-0.0346805391608991,2,1,7,3,2,7,5,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1114",12127,0.6473,2009,"Female","White",7,"4-year college plans","5",2.66666666666667,3,0.859916499136577,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1115",12128,0.4947,2009,"Female","White",8,"4-year college plans","5",2,2.66666666666667,1.30795157305972,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1116",12130,0.4308,2009,"Male","Hispanic",4,"4-year college plans","5",2,2.66666666666667,-0.0332074296120937,1,1,4,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1117",12133,0.9932,2009,"Female","Other/missing",5,"4-year college plans","6",1.33333333333333,2.33333333333333,-0.481242503535234,1,1,2,2,1,3,2,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1118",12136,0.5029,2009,"Male","Black",5,"No college plans","3",2.33333333333333,1,-1.37583954183271,1,1,4,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1119",12137,0.9959,2009,"Male","Other/missing",8,"4-year college plans","4",1.66666666666667,4,1.30795157305972,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1120",12139,0.5833,2009,"Female","White",8,"4-year college plans","6",1.66666666666667,2,0.413354534762241,2,1,5,2,2,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1121",12140,0.8091,2009,"Female","White",9,"4-year college plans","6",1.33333333333333,2.66666666666667,-0.0332074296120937,1,1,4,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1122",12142,0.5135,2009,"Female","White",9,"4-year college plans","6",3,4,0.411881425213436,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1123",12146,1.3596,2009,"Female","White",7,"4-year college plans","4",3,3,-0.929277577458375,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1124",12148,0.5914,2009,"Female","White",6,"4-year college plans","5",2,2,0.413354534762241,1,1,5,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1125",12149,0.474,2009,"Female","White",8,"4-year college plans","4",1.33333333333333,3.33333333333333,0.413354534762241,5,3,3,1,1,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1126",12150,0.4931,2009,"Female","White",9,"4-year college plans","5",1.66666666666667,3.33333333333333,1.30795157305972,2,1,4,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1127",12152,0.499,2009,"Male","White",9,"4-year college plans","1",2.66666666666667,3,0.411881425213436,1,1,7,2,2,5,1,"Yes","No",1,1,1,1,2,1,1,1,2,1,2,1
"1128",12153,1.2571,2009,"Female","Hispanic",7,"4-year college plans","3",1.66666666666667,2.33333333333333,-0.481242503535234,1,1,7,1,1,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1129",12154,0.7904,2009,"Male","White",9,"4-year college plans","5",1.33333333333333,1,-1.37583954183271,3,2,7,4,4,7,3,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1130",12155,0.3923,2009,"Female","Other/missing",9,"4-year college plans","5",2,2.66666666666667,1.30795157305972,1,1,1,1,1,1,1,"Yes","No",1,1,1,1,1,1,2,1,1,1,1,1
"1131",12156,1.6372,2009,"Male","White",5,"4-year college plans","3",2.66666666666667,1.66666666666667,-0.0332074296120937,3,2,7,3,2,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1132",12157,0.5541,2009,"Male","White",9,"4-year college plans","6",2.33333333333333,2.66666666666667,0.413354534762241,3,3,7,5,4,6,4,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1133",12159,1.8832,2009,"Female","White",8,"4-year college plans","6",2,2.66666666666667,1.30795157305972,1,1,5,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1134",12161,1.8667,2009,"Female","White",5,"No college plans","3",2,3.33333333333333,-0.92780446790957,1,1,5,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1135",12163,1.8105,2009,"Female","White",7,"2-year college plans","1",2,4,-0.479769393986429,5,4,7,5,4,7,6,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1136",12165,0.4466,2009,"Female","Other/missing",9,"4-year college plans","2",1.33333333333333,2.66666666666667,1.30795157305972,1,1,3,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1137",12166,0.8782,2009,"Male","White",8,"4-year college plans","5",1,2.33333333333333,0.411881425213436,1,1,7,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1138",12167,0.5384,2009,"Male","White",3,"4-year college plans","4",2,1.66666666666667,-0.92780446790957,1,1,2,1,1,1,1,"Yes","No",1,1,1,1,1,1,1,1,1,1,4,1
"1139",12170,0.899,2009,"Male","White",7,"4-year college plans","6",1.66666666666667,4,-0.0332074296120937,1,1,4,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1140",12171,0.7758,2009,"Male","White",6,"4-year college plans","6",2.66666666666667,2,0.859916499136577,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1141",12174,0.6415,2009,"Female","White",9,"4-year college plans","5",2.66666666666667,3,0.861389608685382,1,1,7,3,1,2,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1142",12175,1.577,2009,"Male","White",6,"4-year college plans","6",2.33333333333333,3,-0.0346805391608991,1,1,7,4,3,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1143",12181,0.1371,2009,"Male","White",7,"4-year college plans","5",2,2.33333333333333,-1.37583954183271,1,1,5,2,1,1,1,"Yes","No",1,1,1,1,1,1,1,1,1,1,2,1
"1144",12182,1.0067,2009,"Male","Black",7,"4-year college plans","6",1.33333333333333,3.33333333333333,0.413354534762241,3,1,6,3,1,4,3,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1145",12183,1.6448,2009,"Male","White",9,"2-year college plans","3",2,2,1.30795157305972,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1146",12186,0.6493,2009,"Female","Hispanic",4,"4-year college plans","3",2.33333333333333,3.33333333333333,-0.0361536487097045,1,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1147",12188,1.6552,2009,"Male","White",7,"2-year college plans","3",2,1.33333333333333,0.859916499136577,1,1,1,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1148",12191,0.5899,2009,"Male","Hispanic",9,"4-year college plans","6",1,4,-1.37583954183271,1,1,6,2,1,7,5,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1149",12192,1.5322,2009,"Female","Other/missing",2,"No college plans","2",1.33333333333333,1.66666666666667,-0.481242503535234,3,3,7,5,5,3,2,"Yes","Yes",1,1,1,1,7,6,1,1,1,1,1,1
"1150",12193,0.9212,2009,"Male","White",6,"4-year college plans","5",1,3.33333333333333,0.861389608685382,4,2,5,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1151",12194,0.9411,2009,"Female","White",6,"4-year college plans","5",1,2,1.30795157305972,1,1,2,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1152",12195,0.5613,2009,"Female","White",9,"4-year college plans","5",2.66666666666667,2,-0.481242503535234,1,1,4,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1153",12197,0.727,2009,"Female","Hispanic",8,"2-year college plans","1",1.66666666666667,2.33333333333333,1.30795157305972,2,1,3,2,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
"1154",12198,1.068,2009,"Female","White",2,"2-year college plans","6",2.33333333333333,2.66666666666667,0.413354534762241,4,1,4,1,1,1,1,"No","No",1,1,1,1,1,1,1,1,1,1,1,1
